 \.\.\. and ([,0-9]+) more.	 ... その他$1件
Failed to decrypt stored passwords. Enter the master password that was used to encrypt stored passwords.	保存したパスワードの復号ができません。保存したパスワードの暗号化に使用したマスターパスワードを入力してください。
Failed to delete Burp executable.		Burp実行プログラムを削除できませんでした。
Failed to delete directory: (.*)	ディレクトリの削除ができません: $1
Failed to download BApp file	BAppファイルをダウンロードできません
Failed to import certificate: (.*)	証明書のインポートができません: $1
Failed to load certificate: (.*)	証明書を読み込めません: $1
Failed to load certificate: keystore password was incorrect	証明書を読み込めません: キーストアパスワードが間違っています
Failed to open file	ファイルを開けません
Failed to open folder	フォルダを開けません
Failed to retrieve response	レスポンスを取得できません
Failed to save file. Please try another location.	ファイルの保存ができません。他の場所を試してください。
Failed to update BApp list	BAppリストを更新できません
Failed to verify BApp file	BAppファイルの検証ができません
False positive	誤検知
Fast	早い
February	2月
Feedback only contains technical information about Burp's internal functioning, and does not identify you in any way. If you do report a bug via email, you can help us diagnose any problems that your instance of Burp has encountered by including your debug ID.	フィードバックにはBurpの内部機能に関する技術情報のみが含まれ、あなたの識別はできません。バグを電子メールで報告する場合、あなたのデバッグIDを含めると、発生した問題の診断の助けになります。
Fetch response	レスポンス取得
Field name cannot be blank	フィールド名は空白にできません
Field name(:?)	フィールド名$1
Field value(:?)	フィールド値$1
File [Ee]xtensions?	ファイル拡張子
File \\(PKCS#12\\)	ファイル(PKCS#12)
File does not exist	ファイルが存在しません
File path manipulation(\\s+\\[[0-9]+\\])?	ファイルパスマニピュレーション$1
File path traversal / manipulation	ファイルパストラバーサル/操作
File path traversal(\\s+\\[[0-9]+\\])?	ファイルパストラバーサル$1
File size: ([0-9,]+) bytes?	ファイルサイズ: $1 バイト
File upload functionality(\\s+\\[[0-9]+\\])?	ファイルアップロード機能$1
File was saved successfully.	ファイルを正常に保存しました。
File(:?)	ファイル$1
Filenames - long	ファイル名 - 長
Filenames - short	ファイル名 - 短
Filenames	ファイル名
Files and directories	ファイルとディレクトリ
Files only	ファイルのみ
Filter by annotation	注釈でフィルタ
Filter by extension	拡張子でフィルタ
Filter by file extension	拡張子でフィルタ
Filter by listener	リスナーでフィルタ
Filter by MIME type	MIMEタイプでフィルタ
Filter by request type	リクエストタイプでフィルタ
Filter by search term \\[Pro only\\]	検索語でフィルタ [プロ版のみ]
Filter by search term	検索語でフィルタ
Filter by status code	ステータスコードでフィルタ
Filter:	フィルタ:
Find comments	コメント検索
Find references	参照元検索
Find scripts	スクリプト検索
Finish(ed)?	完了
FIPS Long Run Test - Significance Levels	FIPS最長連検定 - 有意水準
FIPS long run	FIPS 最長連検定
FIPS long runs test	FIPS 最長連検定
FIPS Monobit Test - Significance Levels	FIPS 1次元度数検定 - 有意水準
FIPS monobit test	FIPS 1次元度数検定
FIPS monobit	FIPS 1次元度数検定
FIPS Poker Test - Significance Levels	FIPS ポーカ検定 - 有意水準
FIPS poker test	FIPS ポーカ検定
FIPS poker	FIPS ポーカ検定
FIPS Result	FIPS結果
FIPS Runs Test - Significance Levels	FIPS 連検定 - 有意水準
FIPS runs test	FIPS 連検定
FIPS runs	FIPS 連検定
Fixed	固定
Flag result items with responses matching these expressions:	これらの文字列にマッチするレスポンスにフラグをセットする:
Flash cross-domain policy(\\s+\\[[0-9]+\\])?	Flashクロスドメインポリシー$1
Folder for loading library JAR files \\(optional\\):	ライブラリのJARファイルを読み込むフォルダ(オプション):
Folder for loading modules \\(optional\\):	モジュールを読み込むフォルダ(オプション):
Folders	フォルダ
Follow redirections where necessary	必要な箇所でリダイレクトをたどる
Follow redirections?(:?)	リダイレクトをたどる$1
Follow the redirection in the current response	現在のレスポンスのリダイレクトをたどる
Font size:	フォントサイズ:
Font(:?)	フォント$1
For this directory	このディレクトリ
For this file extension	このファイル拡張子
Force use of SSL	SSLを強制利用
Form field names	フォームフィールド名
Form field values	フォームフィールド値
Form field:	フォームフィールド:
Form Submission	フォーム送信
Format of original data:	元値のフォーマット:
Format strings	フォーマットストリング
Format:	形式:
Forms queued:	キューに入っているフォーム:
Forms	フォーム
Forward	転送
Frameable response \\(potential Clickjacking\\)(\\s+\\[[0-9]+\\])?	フレーム化可能なレスポンス(クリックジャッキングの可能性)$1
Frameable responses \\("Clickjacking"\\)(\\s+\\[[0-9]+\\])?	フレーム化可能なレスポンス("クリックジャッキング")$1
From this host	このホストから
From this IP address	このIPアドレスから
Fuzzing - full	ファジング - フル
Fuzzing - path traversal	ファジング - パストラバーサル
Fuzzing - quick	ファジング - 簡易
Fuzzing - SQL injection	ファジング - SQLインジェクション
Fuzzing - XSS	ファジング - XSS
Generate a CA-signed certificate with a specific hostname:	CAが署名した指定したホスト名の証明書を生成する:
Generate CA-signed per-host certificates	CAが署名したホストごとの証明書を生成する
Generate Collaborator payloads	Collaboratorのペイロード生成
