    Send    	    送信    
Client-side XPath injection \(DOM-based\)(\s+\[[0-9]+\])?	クライアント側XPathインジェクション(DOMベース)$1
Client-side XPath injection \(reflected DOM-based\)(\s+\[[0-9]+\])?	クライアント側XPathインジェクション(反射型DOMベース)$1
Client-side XPath injection \(stored DOM-based\)(\s+\[[0-9]+\])?	クライアント側XPathインジェクション(蓄積型DOMベース)$1
Client-side template injection(\s+\[[0-9]+\])?	クライアント側テンプレートインジェクション$1
Clone	複製
Close	閉じる
Close all tabs	すべてのタブを閉じる
Close all tabs in group	グループ内のすべてのタブを閉じる
Close attack results preferences	攻撃結果のクローズ設定
Close other tabs	他のタブを閉じる
Close other tabs in group	グループ内の他のタブを閉じる
Close tab	タブを閉じる
Close tabs to the left	左側のタブを閉じる
Close tabs to the right	右側のタブを閉じる
Close wizard	ウィザードを閉じる
Cluster bomb	クラスター爆弾(Cluster bomb)
Cluster bomb attack, (.*)	クラスター爆弾, $1
Collaborator (.*) interaction	Collaboratorとの$1通信
Collapse	折りたたみ
Collapse all	すべて折りたたみ
Collapse branch	ブランチを折りたたむ
Columns	列
Combined view	複合ビュー
Comment	コメント
Comment this item	このアイテムにコメント
Comment:	コメント:
Comments	コメント
Comments search \| (https?://.*)	コメント検索 | $1
Comments:	コメント:
Compare ...	比較 ...
Compare responses	レスポンス比較
Compare site map	サイトマップ比較
Compare site maps	サイトマップ比較
Comparing site maps: ([0-9]+)% complete	サイトマップを比較中: $1% 完了
Compression	圧縮
Computing differences	差分を計算中
Concatenate to single file	1ファイルに連結
Concurrent request limit:	同時リクエスト制限:
Condition	条件
Confidence	確度
Config	設定
Configuration "(.*)" has the same name as a built-in configuration.	設定"$1"は組み込み設定と同じ名前です。
Configuration "(.*)" is already present in the library.	設定"$1"は既にライブラリ内に存在します。
Configuration File Error	設定ファイルエラー
Configuration exported successfully.	設定を正常にエクスポートしました。
Configuration imported successfully.	設定を正常にインポートしました。
Configuration library	設定ライブラリ
Configuration name:	設定名:
Configuration saved successfully.	設定を正常に保存しました。
Configuration:	設定:
Configure	設定
Configure Macro Item	マクロアイテム設定
Configure Macro Item: ([A-Z]+) request to (https?://.*)	マクロアイテム設定: $2 への $1 リクエスト
Configure REST API URL	REST APIのURL設定
Configure hotkeys	ホットキーの変更
Configure how cookies and request parameters are handled for this macro item.	このマクロアイテムでのcookieやリクエストパラメータの処理方法を設定します。
Configure item	アイテム設定
Configure predefined payload lists	定義済みペイロードリストを編集
Configure target details	対象の詳細を設定
Configure the details of the custom parameter location. You need to specify the name that is used for this parameter in subsequent macro requests, and the location within this response from which the parameter's value should be derived.	カスタムパラメータ位置の詳細を設定します。このパラメータを後続のマクロリクエストで使用する際の名前と、パラメータ値として取り出すレスポンス内の位置を指定する必要があります。
Configure the details of the target for the attack.	攻撃対象の詳細を設定してください。
Configure the location of the items that Burp Intruder should use for its predefined payload lists.	Burp Intruderが使用する定義済みペイロードリストの場所を設定してください
